Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,4881.9,6657.3,5123.9,4081.2,3931.7,5650.2,3864.8,3248.6,2966.8,4277.3,3773.1
Operating Expenses Qtr Cr,4360.1,6030.4,4730,3798.9,3641,5223.9,3512.2,3018.1,2769.4,4012.8,3482.3
Operating Profit Qtr Cr,280.6,407.2,319.1,227,228.1,353.9,220.2,164.5,141.5,207.9,216.9
Operating Profit Margin Qtr %,6.05%,6.33%,6.32%,5.64%,5.90%,6.35%,5.90%,5.17%,4.86%,4.93%,5.86%
Depreciation Qtr Cr,6,7.4,4.2,4.7,4.6,5.2,4.3,5.4,8,7.8,3.9
Interest Qtr Cr,157.3,146.2,8.2,5.7,6.7,7.8,6.1,6.6,7.7,7.9,7
Profit Before Tax Qtr Cr,358.6,473.3,381.4,271.9,279.4,413.3,342.2,218.5,181.7,248.8,279.9
Tax Qtr Cr,75.5,101.3,99.6,49.9,68.1,69.4,61.4,45.7,38.5,51.4,81.9
Net Profit Qtr Cr,283.1,372,281.8,222.1,211.4,343.9,280.8,172.8,143.2,197.3,197.9
Basic EPS Qtr Rs,1.4,1.8,1.4,1.1,1,1.6,1.4,0.8,0.7,0.9,0.9
