Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,9468.5,9601.6,10038.9,10078.8,9592.1,9149.8,9047,8791.5,8422.1,7894.7,7653
Operating Expenses Qtr Cr,641.9,655.6,214.4,11.1,461.2,315.6,58.8,-189.4,551,1713,461.1
Operating Profit Qtr Cr,8313.5,8170.2,8973.4,8909.5,8344.7,8132.3,8253.4,8175.4,7671.1,5587.9,7111.3
Operating Profit Margin Qtr %,87.88%,85.28%,89.67%,88.75%,87.04%,88.92%,91.28%,93.12%,91.10%,71.28%,92.95%
Depreciation Qtr Cr,5.9,5.4,5.1,4.7,2.8,2.6,2.2,2.3,2.4,3.1,2.3
Interest Qtr Cr,5376.7,5353.1,5548.7,5562.6,5588.6,5438.1,5446,5412,5193,4941.8,4767.9
Profit Before Tax Qtr Cr,2939.6,2833.1,3451.7,3382,2758.1,2695.8,2810.1,2773.2,2477.1,698.2,2343.3
Tax Qtr Cr,492.3,545.2,679,643.2,511.5,626.1,547.1,583,638,262.5,700.9
Net Profit Qtr Cr,2447.3,2287.9,2772.7,2738.8,2246.6,2069.6,2262.9,2190.2,1839,435.7,1642.3
Basic EPS Qtr Rs,12.4,11.6,14,13.9,11.4,10.5,11.5,11.1,9.3,2.2,8.3
