Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,216,263,154,149,113,220,134,120,50,168,218
Operating Expenses Qtr Cr,181,203,114,105,104,152,89,83,48,105,141
Operating Profit Qtr Cr,27,48,32,35,0,60,35,29,-8,49,66
Operating Profit Margin Qtr %,12.98%,19.12%,21.92%,25.00%,0.00%,28.30%,28.23%,25.89%,-20.00%,31.82%,31.88%
Depreciation Qtr Cr,2,2,1,2,1,1,1,2,1,2,0
Interest Qtr Cr,0,0,1,0,0,0,0,0,0,0,0
Profit Before Tax Qtr Cr,33,58,38,42,8,67,44,35,1,59,77
Tax Qtr Cr,8,15,9,10,1,18,9,8,0,14,19
Net Profit Qtr Cr,25,43,29,32,7,49,35,27,1,45,58
Basic EPS Qtr Rs,3.6,6.2,4.2,4.5,1,7.1,4.9,3.8,0.2,6.5,8.3
