Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,2637,2196.7,2384,2290.6,1902.5,2134.8,1995.3,1947.1,1159.8,1595.5,1760.6
Operating Expenses Qtr Cr,2359.1,1960.8,2081.1,1995.3,1636,1786.2,1653.7,1595.5,998.6,1338.2,1463.9
Operating Profit Qtr Cr,260.9,219.9,284,268.9,249.9,316.5,306.4,340.4,152.4,243.2,283.9
Operating Profit Margin Qtr %,9.96%,10.08%,12.01%,11.88%,13.25%,15.05%,15.63%,17.58%,13.24%,15.38%,16.25%
Depreciation Qtr Cr,96.3,98.7,102.1,98.6,96.3,87,79.1,78.2,74.8,76,76.5
Interest Qtr Cr,4.6,4.6,3.8,3.6,3.1,2.8,2.6,2.5,2.7,3,2.9
Profit Before Tax Qtr Cr,177,132.5,197.1,193.2,167,258.8,259.9,271,83.7,178.3,217.4
Tax Qtr Cr,45.5,34,52.4,49.1,43.1,69.3,66.7,69.5,21,41.6,53
Net Profit Qtr Cr,131.4,98.5,144.7,144.1,123.9,189.5,193.2,201.5,62.7,136.7,164.4
Basic EPS Qtr Rs,7.7,5.8,8.5,8.4,7.3,11.1,11.3,11.8,3.7,8,9.6
