Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,604.7,590.5,545.6,432.2,431.9,411,200.4,180.8,117.2,163.2,168.8
Operating Expenses Qtr Cr,485.4,451.4,436.4,366.2,354.3,341.5,164.8,149.9,101,134.1,139.6
Operating Profit Qtr Cr,115.1,137.1,106.1,65.2,74,64.8,34.8,29.1,14.5,27.5,27.7
Operating Profit Margin Qtr %,19.17%,23.30%,19.56%,15.12%,17.29%,15.94%,17.43%,16.24%,12.55%,17.00%,16.56%
Depreciation Qtr Cr,9.1,9.2,8.5,8.2,7.7,7.8,3.6,3.4,3.2,3,3
Interest Qtr Cr,-0.1,-0.3,0.8,-0.9,2.6,3.9,0,0,0,0,0
Profit Before Tax Qtr Cr,110.2,130.1,99.9,58.7,67.3,57.9,32,27.5,13.1,26.1,26.2
Tax Qtr Cr,28.3,30.8,24,15.9,17.5,15.5,7.9,7.1,3.5,6.8,6.6
Net Profit Qtr Cr,81.9,99.3,75.9,42.8,49.8,42.4,24.1,20.4,9.6,19.4,19.6
Basic EPS Qtr Rs,5.1,6.2,4.7,2.7,3.1,2.6,2,1.7,0.8,1.6,1.7
