Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,182.7,162.8,163.1,182.8,164,166.4,181.4,188.5,213.6,208.4,205.4
Operating Expenses Qtr Cr,107.6,107.1,104.1,122.2,93.2,110.1,100.1,105.3,99.7,118.1,113.3
Operating Profit Qtr Cr,49.5,50,50.8,35,59.6,46.9,58.7,48.1,46.9,33.2,29.9
Operating Profit Margin Qtr %,31.52%,31.83%,32.78%,22.27%,39.03%,29.86%,36.94%,31.35%,31.98%,21.97%,20.90%
Depreciation Qtr Cr,44.9,45,45.4,45.1,44.2,44.8,43.9,42.3,39.3,32.7,35.8
Interest Qtr Cr,0,0,0,0,0,0,0,3.5,16.3,21.5,27.6
Profit Before Tax Qtr Cr,30.2,14.3,13.6,15.5,26.6,10.6,37.3,37.4,58.4,36.2,28.7
Tax Qtr Cr,7.8,8.2,3.6,4.2,6.9,-6,14.4,10.1,14,23.1,48
Net Profit Qtr Cr,22.4,6.1,10,11.3,19.7,16.6,22.9,27.3,44.4,13.1,-19.2
Basic EPS Qtr Rs,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,-0.1
