Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,96.8,94.7,99.2,1535.5,103.7,100.9,105.3,125.3,99.5,1310.1,88.2
Operating Expenses Qtr Cr,32.1,24.9,25.3,21.8,25.2,26.5,21.5,18.4,19.4,33.4,26.4
Operating Profit Qtr Cr,51.9,53.8,59.4,1500.5,65.7,54.5,70.5,91.7,65,1266.2,51.3
Operating Profit Margin Qtr %,61.77%,68.35%,70.09%,98.57%,72.29%,67.31%,76.62%,83.32%,77.01%,97.43%,66.01%
Depreciation Qtr Cr,8,8,7.9,7.9,7.9,8,7.9,7.9,7.9,8.1,7.8
Interest Qtr Cr,0.7,0.8,0.8,0.8,0.8,0.9,0.9,1,0.9,4.8,2.6
Profit Before Tax Qtr Cr,56,61,65.2,1505.1,69.9,65.6,75,98.1,71.3,1263.9,51.4
Tax Qtr Cr,12.8,14.9,16,18.7,21,31.8,24.1,27.2,28.1,157.7,20.1
Net Profit Qtr Cr,43.2,46.1,49.1,1486.4,48.9,33.8,50.8,70.9,43.1,1106.2,31.3
Basic EPS Qtr Rs,3.9,4.1,4.4,133.6,4.4,3,4.6,6.4,3.9,99.4,2.8
