Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,983.5,552.7,626.3,264.1,81,251.1,315.3,80.3,51.7,642,887.6
Operating Expenses Qtr Cr,618,403.6,388.4,176.6,138.6,223.8,114.1,93.7,123.7,455.3,571
Operating Profit Qtr Cr,343.4,108.5,158.5,-68.8,-92,-55.5,-75.1,-85,-113.9,168.2,306.4
Operating Profit Margin Qtr %,35.72%,21.19%,28.98%,-63.87%,-197.83%,-33.02%,-192.46%,-972.54%,-1169.51%,26.97%,34.92%
Depreciation Qtr Cr,146.3,157.8,151.5,145.1,140,142.2,139.6,139.6,142.1,139.2,132.9
Interest Qtr Cr,127.3,124.2,124.6,122.5,122.7,122.8,125.9,121.8,123,115.6,121.8
Profit Before Tax Qtr Cr,91.9,-132.8,-38.3,-180.1,-320.2,-237.7,-64.3,-274.8,-337,-68.2,61.9
Tax Qtr Cr,33,-42.9,-13.8,-31.8,-104.7,42.7,-23,-94.2,-115.7,7.4,22.4
Net Profit Qtr Cr,58.9,-90,-24.5,-148.3,-215.5,-280.3,-41.3,-180.6,-221.2,-75.6,39.5
Basic EPS Qtr Rs,9.7,-14.7,-4,-24.4,-35.5,-49,-6.8,-33.1,-43.1,-15.5,7.9
