Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1472.3,1421.7,1352.1,1241.2,1067.8,1093.8,913.2,965.2,643.8,954.8,988.2
Operating Expenses Qtr Cr,1219.2,1189.6,1111.1,1007,821.8,835.8,659.5,710,460.8,739.3,746.3
Operating Profit Qtr Cr,206.5,209.2,233.5,204.7,215.9,242.2,215.1,247.1,141.9,182,231.7
Operating Profit Margin Qtr %,14.48%,14.96%,17.37%,16.89%,20.81%,22.47%,24.59%,25.82%,23.55%,19.75%,23.69%
Depreciation Qtr Cr,39.8,36.6,37.6,36.5,35.8,31.6,29.5,29.7,29.5,30.4,29.1
Interest Qtr Cr,0.6,1.8,0.6,0.2,0.4,0.5,0.5,0.7,0.3,0.3,1.3
Profit Before Tax Qtr Cr,212.7,193.7,202.8,197.5,209.9,225.9,223.7,224.9,153.2,184.6,211.5
Tax Qtr Cr,54.2,45.2,48.7,48.7,53.8,56.7,48.6,55.3,36.3,42.4,51.7
Net Profit Qtr Cr,158.5,148.5,154.1,148.8,156.1,169.2,175.1,169.7,117,142.2,159.9
Basic EPS Qtr Rs,53.7,50.2,52.1,50.3,52.8,57.1,59,57.2,39.4,48,53.9
