Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1070.5,982.7,961.9,1.7,883.7,630.9,619.3,613.2,654.6,641.3,672.2
Operating Expenses Qtr Cr,877.9,765.6,744,31.2,672.9,558.8,534.1,533,506.7,491.4,490.2
Operating Profit Qtr Cr,94,118.7,135.9,44,64,56.4,78.2,75.4,69.8,66.7,100.4
Operating Profit Margin Qtr %,9.67%,13.42%,15.44%,58.51%,8.69%,9.17%,12.77%,12.39%,12.11%,11.95%,17.00%
Depreciation Qtr Cr,28.1,20.7,20.6,-1.1,21.8,23.8,24.3,24.5,23.6,22.4,23.2
Interest Qtr Cr,13.6,15,14.9,4.7,8.6,1,1.6,1.9,1.3,2.4,1.6
Profit Before Tax Qtr Cr,150.9,181.4,182.4,-33.1,180.4,47.3,59.3,53.8,123,125.1,157.2
Tax Qtr Cr,16.3,1.1,16.2,12.3,8.7,9.4,10.3,9.2,14.6,7.7,22.1
Net Profit Qtr Cr,134.6,180.3,166.2,-45.4,171.7,37.9,49,44.6,108.4,117.4,135.1
Basic EPS Qtr Rs,22.1,29.6,27.4,-7.5,28.3,6.3,8.1,7.4,17.4,18.8,21.6
