Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,2254.6,2094.2,1971.8,1811,1635.8,1563.3,1509.8,1421.6,1156.1,1453.3,1149.4
Operating Expenses Qtr Cr,1741.5,1651.8,1493.7,1358.4,1180.5,1093.4,1079.3,995.4,834.2,847.4,792.5
Operating Profit Qtr Cr,481.9,409.5,451.2,421.9,422.5,446.2,403.7,410.3,298.8,362.2,336.1
Operating Profit Margin Qtr %,21.68%,19.87%,23.20%,23.70%,26.35%,28.98%,27.22%,29.19%,26.37%,29.94%,29.78%
Depreciation Qtr Cr,41.4,39.3,38,36.2,35.9,37.2,37.6,37.9,37.9,39.8,38.3
Interest Qtr Cr,16,15.2,17.6,13.1,12.9,11.9,12.3,12.1,15.8,16.6,14.6
Profit Before Tax Qtr Cr,455.7,387.9,422.4,403.4,406.5,420.8,380.6,376.2,268.2,549.5,304
Tax Qtr Cr,122.7,76.1,105.1,104.9,98.9,105.4,64.3,97.7,68.1,29,35.6
Net Profit Qtr Cr,333,311.9,317.3,298.5,307.6,315.4,316.3,278.5,200.1,520.5,268.5
Basic EPS Qtr Rs,17.7,16.6,16.9,15.9,16.4,16.9,16.9,14.9,10.7,27.9,14.4
