Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,5322.2,4687,5276.4,3705.1,3087.2,3447.7,2905.3,2580.7,1097.8,2685.5,2582.8
Operating Expenses Qtr Cr,4696.6,3972,5003.7,3264.9,2343.1,2874.7,2270.9,1826.9,897.2,2240,2193.7
Operating Profit Qtr Cr,606.6,697.4,237.5,421,722.9,554.2,614.8,733,185.7,426.7,370.5
Operating Profit Margin Qtr %,11.44%,14.94%,4.53%,11.42%,23.58%,16.16%,21.31%,28.63%,17.15%,16.00%,14.45%
Depreciation Qtr Cr,103.2,102.1,96.9,93.7,90.5,86.8,86.2,85.6,82.2,80.5,79.5
Interest Qtr Cr,13.6,14.4,14,12.3,15.9,18,24.3,33.9,40.1,42,46.5
Profit Before Tax Qtr Cr,508.9,586.7,161.9,334.2,637.7,468.2,523.9,634.3,78.3,323.1,263.2
Tax Qtr Cr,127.8,142.4,40,85.2,161.6,118.3,131.8,159.5,19.6,77.2,66.7
Net Profit Qtr Cr,381.1,444.3,121.9,249.1,476.1,349.9,392.1,474.8,58.7,245.8,196.5
Basic EPS Qtr Rs,5.5,6.5,1.8,3.6,6.9,5.1,5.7,6.9,0.8,3.6,2.9
