Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,2258.4,1964.5,2249.8,2261.6,2280.3,1967.2,2053.6,2125.6,1817.8,1859,1910.8
Operating Expenses Qtr Cr,1478.1,1624,1522.6,1721.4,1585.5,1494.4,1442.2,1566.8,1174.2,1406.2,1402.7
Operating Profit Qtr Cr,433.8,161.6,510.5,459.5,556.6,356,530.2,495.4,508.7,201.5,413.5
Operating Profit Margin Qtr %,22.69%,9.05%,25.11%,21.07%,25.99%,19.24%,26.88%,24.02%,30.23%,12.53%,22.77%
Depreciation Qtr Cr,45,41.8,40.8,39.7,37.4,37,41.2,36.8,35.8,35.2,37.8
Interest Qtr Cr,39.8,74,49.8,53.2,59,62.5,83,60.4,59.9,63.6,59.6
Profit Before Tax Qtr Cr,695.5,224.8,636.7,877.6,598.4,373.4,533,461.6,575.8,372.6,410.6
Tax Qtr Cr,203,19.2,88.1,123.3,109,31.6,90.7,58.7,113.4,23.4,65.1
Net Profit Qtr Cr,492.6,205.6,548.5,754.3,489.4,341.8,442.3,402.9,462.5,349.2,345.5
Basic EPS Qtr Rs,17.5,7.3,19.4,26.7,17.3,12.1,15.7,14.3,16.4,12.4,12.2
