Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1568.9,1799.5,1565.6,1356,1020.3,1248.8,1158.3,1040.6,753.9,1260.9,1318.8
Operating Expenses Qtr Cr,1405.8,1619.8,1407,1207.2,903.8,1104.7,1024.7,918.6,673,1137.9,1174.9
Operating Profit Qtr Cr,159.6,171.9,156.8,146.2,113.7,141.6,128.2,118.4,72.3,120.6,139.3
Operating Profit Margin Qtr %,10.20%,9.59%,10.03%,10.81%,11.18%,11.36%,11.12%,11.41%,9.70%,9.58%,10.60%
Depreciation Qtr Cr,13.9,13.9,13.7,14,13.9,14.5,14.5,14.2,14.6,13.7,14.1
Interest Qtr Cr,9.2,10,9,9.9,11.4,12.5,13,15,16.8,27.7,33
Profit Before Tax Qtr Cr,140.1,155.8,135.8,124.9,91.2,117.1,106,92.8,49.5,81.6,96.8
Tax Qtr Cr,36.3,39.9,34.6,32.9,24.1,27.8,26.4,24.6,13.3,20.7,24.5
Net Profit Qtr Cr,103.8,115.9,101.2,92,67.1,89.3,79.6,68.2,36.2,60.8,72.3
Basic EPS Qtr Rs,11.5,12.9,11.2,10.2,7.5,9.9,8.9,7.6,4,7,9.1
