Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,5149.3,5087.6,4832.3,4702.8,4651.5,4497.9,4443.1,4351.3,4144.7,4173,4288.2
Operating Expenses Qtr Cr,544.4,537.9,492.9,517.4,446.3,515.9,506.3,480.4,346.3,505.9,501.9
Operating Profit Qtr Cr,3795.3,3783,3350.7,3504.3,2762.2,3254.4,3257.3,3211.9,2730,2533.8,3339.8
Operating Profit Margin Qtr %,73.77%,74.44%,69.40%,74.59%,59.43%,72.42%,73.39%,73.87%,65.93%,60.79%,77.92%
Depreciation Qtr Cr,34.9,34.6,34.7,33.4,32.8,32.5,36.8,32,36,35.7,36.3
Interest Qtr Cr,2457.9,2403.7,2397.2,2435.2,2498.1,2287.8,2236.3,2262.9,2267.2,2158.8,2119.3
Profit Before Tax Qtr Cr,1306.9,1350.6,923.3,1040.7,234.7,938,989,920.4,430.6,343.9,1186.3
Tax Qtr Cr,341.6,264.5,242.7,269.4,64.8,183.1,261.3,235.9,110.5,120.5,307.2
Net Profit Qtr Cr,965.3,1086.1,680.6,771.2,169.9,754.9,727.7,684.6,320.1,223.4,879.2
Basic EPS Qtr Rs,35.7,40.1,25.3,28.7,6.6,30.6,29.5,27.8,14.1,9.8,38.8
