Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,26.6,13.4,10.6,11.8,11,14.4,11.1,2.1,7.7,137.9,35.2
Operating Expenses Qtr Cr,-6.7,7.4,2.9,2.9,-1.9,5.2,2.8,-2.1,2.3,3.5,2.8
Operating Profit Qtr Cr,32.6,-2.6,7.2,8.5,12.2,6.6,7.7,3.4,4.4,133,31.3
Operating Profit Margin Qtr %,125.87%,-20.43%,71.07%,74.47%,118.62%,55.67%,73.01%,260.52%,65.59%,97.46%,91.84%
Depreciation Qtr Cr,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0
Interest Qtr Cr,13.1,11.9,11.4,11.5,10.3,10.6,10.5,6.8,6.8,10.8,7.7
Profit Before Tax Qtr Cr,20.2,-13.8,-3.8,-2.7,2.5,-1.5,-2.3,-2.7,-1.4,123.6,24.7
Tax Qtr Cr,8.5,-0.4,1.9,2.3,3.1,3,2.5,2.1,1.4,0.9,4.8
Net Profit Qtr Cr,11.7,-13.5,-5.7,-5,-0.6,-4.5,-4.7,-4.8,-2.8,121.2,24.4
Basic EPS Qtr Rs,0.2,-0.2,-0.1,-0.1,0,-0.1,-0.1,-0.1,-0.1,2.2,0.4
