Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,252616.5,178239,168163.4,171204.5,155619.8,124815.7,147868.3,87147.9,63038.8,120161.3,125184.9
Operating Expenses Qtr Cr,250574,165653.2,157397,159142.7,143930.2,109016.8,136976.9,76183.3,56884.3,118226.9,117964.9
Operating Profit Qtr Cr,1358.9,11627.5,9862.1,10628.1,11126.1,13501.8,9621.9,9427.2,5512.3,212.2,6650.3
Operating Profit Margin Qtr %,0.54%,6.56%,5.91%,6.26%,7.18%,10.91%,6.56%,11.01%,8.83%,0.18%,5.34%
Depreciation Qtr Cr,2847.1,2887.3,2778.7,2705.7,2634.2,2579.4,2466.7,2403.6,2354.5,2389.5,2186.2
Interest Qtr Cr,1724.7,1607.2,979.1,985.7,1257,1072.9,628.6,221.1,1171.3,1850.4,1311.7
Profit Before Tax Qtr Cr,-2529.2,8084.7,7479.6,8370.4,7798.5,10951.1,7796.2,8339.8,2628.6,-13610.2,3722.2
Tax Qtr Cr,-536.7,2062.8,1618.8,2010.3,1857.1,2169.8,2879.6,2112.5,717.7,-8424.8,1383.2
Net Profit Qtr Cr,-1992.5,6021.9,5860.8,6360.1,5941.4,8781.3,4916.6,6227.3,1910.8,-5185.3,2339
Basic EPS Qtr Rs,-1.4,6.6,6.4,6.9,6.5,9.6,5.4,6.8,2.1,-5.7,2.5
