Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,127.2,428.6,438.6,169.3,183.5,1706.6,69,44.8,68.1,49.5,6.1
Operating Expenses Qtr Cr,45.2,15,28.9,35.5,76.7,706.8,29,19.8,145.3,55.1,22.1
Operating Profit Qtr Cr,84.2,412.1,90,42.9,29.2,-689.5,38.9,21.8,-123.4,-15.1,-18.7
Operating Profit Margin Qtr %,66.26%,96.15%,78.29%,56.99%,27.56%,-415.42%,56.26%,53.76%,-181.19%,-37.13%,-600.00%
Depreciation Qtr Cr,0.1,0.1,0.1,0.1,0.1,0.2,0.4,0.4,0.4,0.7,0.7
Interest Qtr Cr,78.2,70.6,68.7,40,35,41.5,39.3,12.9,3.6,6,8.4
Profit Before Tax Qtr Cr,6,341.4,344.8,96.9,71.6,809.4,-0.8,12.7,-127.4,-13.1,-24.9
Tax Qtr Cr,4.8,1.8,11.5,-92,0,-28.1,-0.6,4.6,1.8,-11.4,-11.8
Net Profit Qtr Cr,1.2,339.6,333.3,188.9,71.6,837.5,-0.2,8.1,-129.2,-1.7,-13.1
Basic EPS Qtr Rs,0,3.8,3.7,2.1,0.8,9.4,0,0.1,-1.4,0,-0.1
