Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,3091.6,2112.8,2596.8,2576,1892.5,1801,2119.3,2138.4,1624.3,1863.9,1746.8
Operating Expenses Qtr Cr,2525.2,1622.7,2206.8,2187.5,1668.4,1593,1969.4,1866.4,1521.7,1716.5,1774.7
Operating Profit Qtr Cr,536.2,422.4,360.1,323.5,204.2,134.9,117,205.1,92.2,129.3,-57.8
Operating Profit Margin Qtr %,17.51%,20.65%,14.03%,12.88%,10.91%,7.81%,5.61%,9.90%,5.71%,7.00%,-3.37%
Depreciation Qtr Cr,44.7,44.2,44.9,44.8,44.3,44.2,44.3,44.3,43.7,43.4,43.4
Interest Qtr Cr,3.1,3.2,1.7,2.6,2,6.1,6,11.2,19.4,26.1,26.4
Profit Before Tax Qtr Cr,518.6,442.6,343.4,341.1,177.8,157.7,99.6,216.4,39.5,78,-97.8
Tax Qtr Cr,162.7,150.4,108.7,114.9,40,25.7,16.6,45.6,7.7,25.4,-24.6
Net Profit Qtr Cr,355.8,292.3,234.7,226.2,137.8,132,83,170.8,31.8,52.6,-73.1
Basic EPS Qtr Rs,8.9,7.3,5.9,5.7,3.5,3.3,2.1,4.3,0.8,1.3,-1.8
