Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1645.6,1670,1467.1,1350,1122,1701.2,1383.6,1213.7,773.7,1379.4,1385.2
Operating Expenses Qtr Cr,1489.8,1512.9,1335.1,1180.2,970.3,1448.9,1196.4,1052.5,724.3,1229.2,1267.2
Operating Profit Qtr Cr,150,147.4,121.1,160.6,146.6,240.2,178.9,153.2,40.3,142.4,111.7
Operating Profit Margin Qtr %,9.15%,8.88%,8.32%,11.98%,13.13%,14.22%,13.01%,12.70%,5.27%,10.38%,8.10%
Depreciation Qtr Cr,73.9,85.1,66.5,62,61.8,75.4,52,54.9,54.2,57.9,48.8
Interest Qtr Cr,38,39.2,41.3,45.3,44.3,43.9,40.7,43.5,47.8,50.3,57.3
Profit Before Tax Qtr Cr,43.9,43.7,24.2,60.6,45.6,158.4,82.5,44.6,-52.5,31.6,11.9
Tax Qtr Cr,11,8.1,6.1,15.2,11.5,-14.9,18.8,0,0,39.5,4.3
Net Profit Qtr Cr,32.8,35.7,18.1,45.4,34.1,173.3,63.7,44.6,-52.5,-7.9,7.6
Basic EPS Qtr Rs,0.7,0.7,0.4,0.9,0.7,3.4,1.3,0.9,-1,-0.2,0.1
