Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,332.1,291.2,310.5,330.3,312.7,259.6,290.6,305.8,262.9,229.9,262.2
Operating Expenses Qtr Cr,202.6,180.5,181.8,185.6,183.8,162.8,183.8,183.4,161.5,157.6,179.5
Operating Profit Qtr Cr,126.2,101.6,122.8,137,122.5,94,103.3,119.9,100,73.1,74.8
Operating Profit Margin Qtr %,38.38%,36.02%,40.31%,42.47%,40.01%,36.61%,35.99%,39.53%,38.25%,31.69%,29.41%
Depreciation Qtr Cr,15,15.1,13.5,11.6,11.2,10.1,9.2,9.2,9.1,13,11.3
Interest Qtr Cr,7.2,1,0.8,0.8,0.5,0.2,0.2,0.2,0.2,0.3,0.3
Profit Before Tax Qtr Cr,107.4,94.6,114.3,132.3,117.3,86.4,97.4,112.9,92.2,59.1,71
Tax Qtr Cr,11.8,7.9,10.3,12.6,10.6,17.1,8.7,7.4,5,4.5,8.3
Net Profit Qtr Cr,95.6,86.7,104.1,119.7,106.7,69.3,88.6,105.5,87.1,54.6,62.7
Basic EPS Qtr Rs,7,6.4,7.7,8.8,7.9,5.1,6.5,7.8,6.4,4,4.5
