Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,6357.5,6419.6,6666.4,6503.4,6245.5,5779.8,6557,6833.9,6726.7,6723.7,7278.3
Operating Expenses Qtr Cr,1751.8,1236.3,2132.1,1813.8,1723.3,1730.7,1809.7,1677.1,1564.7,2203.2,1575
Operating Profit Qtr Cr,390.4,1179.8,613.5,681.2,411.2,-214.3,418.4,678.1,580.6,-277.4,446.9
Operating Profit Margin Qtr %,7.06%,20.39%,10.13%,11.78%,7.51%,-4.39%,7.24%,11.20%,9.65%,-4.68%,7.41%
Depreciation Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Interest Qtr Cr,3384.4,3371.3,3311.2,3288.3,3344.1,3361.6,3554.5,3698.1,3871,4003.2,4007
Profit Before Tax Qtr Cr,307.6,398.4,344.2,352.8,621.6,-2442.8,449,353.9,316.3,-1661.1,447.1
Tax Qtr Cr,72.9,88.1,65.2,102.7,416,-1093.6,283.6,193.1,180.9,-132,291.8
Net Profit Qtr Cr,234.8,310.3,278.9,250,205.6,-1349.2,165.4,160.8,135.4,-1529.1,155.3
Basic EPS Qtr Rs,0.3,0.4,0.3,0.3,0.3,-2.3,0.3,0.3,0.2,-2.7,0.3
