Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,709.8,672.3,512.8,561.7,470.7,483.2,385.4,394.4,168,412.8,378.6
Operating Expenses Qtr Cr,527.6,487.6,395.9,434.1,375.1,388.5,316.5,309.6,146.2,311.7,289.1
Operating Profit Qtr Cr,171.6,179.8,114.1,123.8,92.8,86.8,67.1,82.7,14.1,93.8,84.2
Operating Profit Margin Qtr %,24.54%,26.94%,22.37%,22.19%,19.83%,18.27%,17.49%,21.07%,8.78%,23.14%,22.54%
Depreciation Qtr Cr,21.8,22.4,21.6,20.4,19.9,19.5,18.8,17.7,17.9,18.5,18.5
Interest Qtr Cr,0.4,1.3,0.3,0.4,0.4,0.6,0.3,0.3,0.3,0.2,1.9
Profit Before Tax Qtr Cr,160,161,95,106.7,75.4,74.7,49.8,67,3.6,82.4,69
Tax Qtr Cr,41.9,39.7,25.2,27.5,18.6,21.7,12.7,17,0.5,21.1,-15.5
Net Profit Qtr Cr,118.1,121.3,69.8,79.2,56.7,52.9,37.2,49.9,3.1,61.3,84.6
Basic EPS Qtr Rs,15.7,16.1,9.3,10.5,7.5,7,4.9,6.6,0.4,8.1,11.2
