Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,10424,10186.5,9670,9344.3,9117.4,9562,10860.7,10750.5,10757.9,11833.9,11340.9
Operating Expenses Qtr Cr,6172.6,5589.8,5995.2,5672.9,5529.3,5296.2,6717.4,6656.7,6573.9,7385.9,7718.2
Operating Profit Qtr Cr,4170.3,4576.4,3649.6,3648.6,3558.9,4234.7,4107,4066.8,4020,4286,3311.6
Operating Profit Margin Qtr %,40.32%,45.02%,37.84%,39.14%,39.16%,44.43%,37.94%,37.92%,37.95%,36.72%,30.02%
Depreciation Qtr Cr,5620.8,5731.3,5550.5,5743.8,5831.9,5629.5,5638.9,5844,5793.8,5847.9,5692.6
Interest Qtr Cr,5902.3,5312.7,5324.7,5112.8,5223.2,4711,4782.6,4697.1,3800.9,4173.2,3717.1
Profit Before Tax Qtr Cr,-7271.7,-6461,-7188.8,-7171.7,-7415.7,-7047.3,-6717.7,-7215.6,-25333.9,-11948.8,-6417.9
Tax Qtr Cr,0,0,0,0,0,-20.8,0,0,0,0,0
Net Profit Qtr Cr,-7271.7,-6461,-7188.8,-7171.7,-7415.7,-7026.5,-6717.7,-7215.6,-25333.9,-11948.8,-6417.9
Basic EPS Qtr Rs,-2.3,-2.2,-2.5,-2.5,-2.6,-2.5,-2.3,-2.5,-8.8,-4.2,-2.2
