Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,5781,5444.1,5772.9,5000.6,6554.9,6962.6,5932.2,5761.1,5901,6924.9,6215.6
Operating Expenses Qtr Cr,1575.9,1751.7,1762.8,1490.8,1368.5,1541.6,1538.5,1520.8,1451,1809,1532.9
Operating Profit Qtr Cr,911.6,668.8,619.7,362.8,1137.2,1698.5,271,174.3,322.4,547.3,-0.5
Operating Profit Margin Qtr %,19.64%,14.54%,13.40%,8.73%,23.13%,29.38%,5.94%,3.72%,6.58%,9.78%,-0.01%
Depreciation Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Interest Qtr Cr,2153.3,2179.2,2242.4,2300.8,2410.4,2541.7,2754.5,2994.1,3124,3242.2,3404.9
Profit Before Tax Qtr Cr,1092.6,844,965.8,774.5,1024.3,422.6,843,665,438,289.7,755.9
Tax Qtr Cr,336.2,153.4,387.6,207.4,421,-89.6,464.5,340.6,293.5,154.3,6518.9
Net Profit Qtr Cr,756.4,690.6,578.2,567.1,603.3,512.2,378.4,324.4,144.4,135.4,-5763
Basic EPS Qtr Rs,0.7,0.6,0.5,0.5,0.6,0.5,0.4,0.3,0.1,0.1,-5.9
