Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,3814.6,12061.5,6088.5,5690.2,1766.3,10870,5517.8,4941.5,1784,10482.5,4489.2
Operating Expenses Qtr Cr,2797.6,9063.3,4463,4308.9,1372.1,8014.4,4217,3555.4,1168.9,6920.2,3614.7
Operating Profit Qtr Cr,825,2497.8,1428.7,1242.2,244.1,2723.8,1208.6,1028.1,386.3,2494.7,841.8
Operating Profit Margin Qtr %,22.77%,21.60%,24.25%,22.38%,15.10%,25.37%,22.28%,21.18%,22.24%,24.17%,18.89%
Depreciation Qtr Cr,208.1,382.3,373.3,242.9,111.3,667.9,178.9,219.7,111.2,510.6,202.5
Interest Qtr Cr,0.2,42.1,0.8,0.6,14.7,29.8,53.2,71.4,104.6,101,69.8
Profit Before Tax Qtr Cr,808.8,2573.8,1251.4,1137.8,268.2,2159.9,1068.7,824.7,217.6,2042.7,614
Tax Qtr Cr,202.1,-528.1,313.8,289.5,69.4,545.1,215.4,211.2,66.2,801.6,188.7
Net Profit Qtr Cr,606.7,3102,937.5,848.2,198.8,1614.8,853.3,613.5,151.4,1241.1,425.3
Basic EPS Qtr Rs,18.1,92.8,28,25.4,5.9,48.3,25.5,12.5,4.5,37.1,12.7
