Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,35952.2,28254.3,25290.1,17714.4,15169.4,13603.6,7988.2,6211.1,6433.9,17575.8,16779.2
Operating Expenses Qtr Cr,31201.5,25286.8,23423.3,17712.6,14890.9,12730,7804.9,5945.7,6896.2,19467.2,16444.9
Operating Profit Qtr Cr,4714,2941,1814.2,-20.9,257.5,845.9,146.6,236.6,-487.7,-1922.1,299.7
Operating Profit Margin Qtr %,13.13%,10.42%,7.19%,-0.12%,1.70%,6.23%,1.84%,3.83%,-7.61%,-10.96%,1.79%
Depreciation Qtr Cr,295.6,220.5,212.9,212.4,213.1,218,225.1,209.8,200.1,196,195.8
Interest Qtr Cr,302.2,394,161.3,179,198.3,136.7,62.4,-2.6,134.5,186.4,183.5
Profit Before Tax Qtr Cr,4152.9,2323,1492.6,-389.6,-132.9,518.9,-104.2,58.2,-796.9,-2273.8,-45
Tax Qtr Cr,1445.4,-685.2,523.6,-147,-46.6,190.6,-33.2,22.4,-277.1,-677.4,-8.3
Net Profit Qtr Cr,2707.5,3008.2,969,-242.5,-86.3,328.3,-71,35.8,-519.9,-1596.4,-36.6
Basic EPS Qtr Rs,15.4,17.2,5.5,-1.4,-0.5,1.9,-0.4,0.2,-3,-9.1,-0.2
