Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,2.1,50.9,2.3,28.3,2.1,50.7,2.3,2.5,2.5,28.7,39.8
Operating Expenses Qtr Cr,0.6,1.1,0.5,0.5,0.5,1.1,0.4,0.5,0.5,1,0.5
Operating Profit Qtr Cr,1.5,49.7,1.8,27.8,1.6,49.6,1.9,2,2,27.6,39.4
Operating Profit Margin Qtr %,70.95%,97.80%,79.30%,98.23%,75.47%,97.75%,82.61%,80.63%,80.56%,96.47%,98.87%
Depreciation Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Interest Qtr Cr,1.8,2.5,2.5,2.6,2.5,5.4,5.4,5.5,5.4,1.5,0
Profit Before Tax Qtr Cr,-0.3,47.2,-0.8,25.2,-0.9,44.2,-3.5,-3.4,-3.4,26.2,39.4
Tax Qtr Cr,0,10.9,0.5,3.8,0,12.2,0,0,0,0.8,0.9
Net Profit Qtr Cr,-0.3,36.3,-1.3,21.4,-0.9,32,-3.5,-3.4,-3.4,25.4,38.5
Basic EPS Qtr Rs,0,1.9,-0.1,1.1,-0.1,1.7,-0.2,-0.2,-0.2,1.4,2
