Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1571.3,1416,1453.5,1367,968.6,1036,714.2,572.6,245.3,472.2,568.5
Operating Expenses Qtr Cr,1382.7,1250.7,1257,1194.4,860.8,967.7,625.9,521,296.8,524.1,563.1
Operating Profit Qtr Cr,175.8,156.6,189.2,157.4,93.1,54.4,77.4,43.8,-61.1,-58.7,-5
Operating Profit Margin Qtr %,11.28%,11.13%,13.08%,11.65%,9.76%,5.33%,11.00%,7.76%,-25.94%,-12.61%,-0.89%
Depreciation Qtr Cr,18.7,17.7,18.5,18.7,18.9,19.6,20,20.6,21,21.4,22.8
Interest Qtr Cr,5.2,16.4,17.1,16.8,16.1,20.6,10.2,70.9,64.6,72.6,67.3
Profit Before Tax Qtr Cr,166,130.8,402.7,140.1,68,112.8,-741.4,-128.5,-409.7,-270.3,-135.5
Tax Qtr Cr,41.6,21.8,43.1,46.5,23.5,-561,-415.4,6.4,12.1,-86,-8.8
Net Profit Qtr Cr,124.4,109,359.6,93.7,44.5,673.8,-326.1,-134.9,-421.8,-184.4,-126.7
Basic EPS Qtr Rs,0.8,0.8,2.7,0.7,0.3,5,-3.7,-2.1,-6.7,-2.9,-2
