Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1005.5,930.9,650.7,439.9,543,551.4,398,352.3,308.4,404.2,393
Operating Expenses Qtr Cr,881.6,772.8,559.9,383.2,437.2,446.1,331.9,282.5,251.8,334.1,318.9
Operating Profit Qtr Cr,106.2,143.6,83.9,51.8,95.8,99.9,57.5,65.8,48.9,58.3,65.7
Operating Profit Margin Qtr %,10.75%,15.67%,13.03%,11.91%,17.98%,18.30%,14.76%,18.89%,16.25%,14.87%,17.09%
Depreciation Qtr Cr,13.8,14.9,12.3,11.9,10.3,9.8,9.7,9.4,9.2,8.9,8.6
Interest Qtr Cr,2.6,3.3,2.7,1.7,1.1,1.4,1.8,1.7,1.6,2.2,4.3
Profit Before Tax Qtr Cr,107.5,139.9,75.7,43,94.3,94.2,54.5,58.7,45.8,58.9,61.2
Tax Qtr Cr,27.6,37.5,18.8,11,24.2,24.4,14.1,15.1,10.6,14.4,14.2
Net Profit Qtr Cr,79.9,102.3,57,32,70.2,69.8,40.4,43.6,35.2,44.5,47
Basic EPS Qtr Rs,8.8,11.3,6.3,3.5,7.8,7.7,4.5,4.8,3.9,4.9,5.2
