Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1250.9,1170.3,1204.4,1110,887,1036.8,1072.8,836.6,393,918.3,1075.5
Operating Expenses Qtr Cr,935.7,868.2,876.1,814.7,667.5,776.7,778.6,590.8,356.2,728.4,806
Operating Profit Qtr Cr,304.5,289.7,317.4,286,211.5,249.2,278.6,214.7,24.1,169.5,253.6
Operating Profit Margin Qtr %,24.55%,25.02%,26.59%,25.99%,24.06%,24.29%,26.36%,26.65%,6.33%,18.87%,23.93%
Depreciation Qtr Cr,105,103.1,100.6,90.2,89,85.8,87.6,103,90.8,91.6,88
Interest Qtr Cr,45.9,45,44.6,41.6,41.8,37,40.5,41.2,41.9,41,42.6
Profit Before Tax Qtr Cr,137.5,153.6,183,162.2,83.1,137.3,166.1,101.6,-95.9,25,138.9
Tax Qtr Cr,36.6,37.4,45.7,40.7,20.6,33,41,24.7,-23.3,3.9,35.2
Net Profit Qtr Cr,101,116.1,137.3,121.5,62.6,104.3,125.1,76.9,-72.6,21,103.7
Basic EPS Qtr Rs,1.5,1.8,10.4,9.2,4.7,7.9,9.5,5.8,-5.5,1.6,7.9
