Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,283.5,356.2,368.5,309.9,278,329.7,313.7,270.1,238.2,308.8,303.3
Operating Expenses Qtr Cr,270.4,272.1,252.4,247.3,228.7,230,248.7,222.3,226.3,266.1,252.9
Operating Profit Qtr Cr,-4,73.9,94.3,53.2,40.2,84.4,57.3,31.6,3.6,34.6,35.5
Operating Profit Margin Qtr %,-1.49%,21.36%,27.19%,17.71%,14.95%,26.83%,18.73%,12.46%,1.55%,11.50%,12.32%
Depreciation Qtr Cr,12.3,12.3,12.4,12.8,13.1,13.5,14,14,14.2,14.2,14.9
Interest Qtr Cr,7.4,7.7,7.2,7.7,7.8,9.1,9.6,12.4,14.5,13.7,15.3
Profit Before Tax Qtr Cr,-6.6,64,96.6,41.9,28.3,77,41.4,21.4,-16.8,14.7,20.2
Tax Qtr Cr,-1.7,16.1,24.5,10.5,7.1,18.3,13.4,0.8,0,4.4,0
Net Profit Qtr Cr,-5,47.9,72,31.4,21.2,58.8,28,20.7,-16.8,10.2,20.2
Basic EPS Qtr Rs,0,0.3,0.4,0.2,0.1,0.3,0.2,0.1,-0.1,0.1,0.1
