Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1395.7,917.3,550,824.9,783.2,682.4,843,892.7,652,990.1,1115.5
Operating Expenses Qtr Cr,1101.2,383.6,282.5,659.9,599.2,519.4,694.6,608.5,552.9,805.9,943.2
Operating Profit Qtr Cr,239.8,398.6,42,108,125.7,96,122,81.4,75.3,147.7,136.5
Operating Profit Margin Qtr %,17.88%,50.96%,12.93%,14.06%,17.34%,15.60%,14.94%,11.80%,11.99%,15.48%,12.65%
Depreciation Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Interest Qtr Cr,91.4,124.4,247.8,172.8,175.1,148.8,136.7,130.3,76.2,105.4,82.9
Profit Before Tax Qtr Cr,203.1,409.2,19.6,-7.8,8.8,14.1,11.7,153.9,22.9,77.2,89.4
Tax Qtr Cr,52.1,105.3,5.1,-2.6,2.3,10.2,3.5,-5.9,6.3,20.1,22.8
Net Profit Qtr Cr,150.9,303.9,14.5,-5.2,6.6,3.9,8.1,159.8,16.6,57.1,66.6
Basic EPS Qtr Rs,2.5,5,0.4,-0.1,0.2,0.1,0.2,4.5,0.5,1.6,1.9
