Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,2108,1812,1929,2044,2072,1712,1744,1695,1535,1293,1510
Operating Expenses Qtr Cr,1594,1439,1556,1620,1702,1370,1363,1271,1184,970,1148
Operating Profit Qtr Cr,382,247,299,296,341,234,304,279,332,218,286
Operating Profit Margin Qtr %,19.33%,14.65%,16.12%,15.45%,16.69%,14.59%,18.24%,18.00%,21.90%,18.35%,19.94%
Depreciation Qtr Cr,25,24,26,23,24,28,27,26,26,30,27
Interest Qtr Cr,8,8,8,8,6,6,5,5,6,9,7
Profit Before Tax Qtr Cr,481,341,339,393,340,281,349,360,319,284,328
Tax Qtr Cr,94,48,61,64,77,37,56,47,64,57,59
Net Profit Qtr Cr,387,293,278,329,263,244,293,313,255,227,269
Basic EPS Qtr Rs,3,2.3,2.2,2.5,2,1.9,2.3,2.4,2,1.8,2.1
