Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1949,1420.5,1703,1527,1310.9,1342.9,1487.4,1292.4,606,992,1260.6
Operating Expenses Qtr Cr,1689,1329.9,1483.7,1356.1,1114.1,1127.1,1183.5,1028.7,517.5,860.2,1056.3
Operating Profit Qtr Cr,255.6,82.9,210,164.7,187.1,203.4,289.8,259.4,80.5,127.8,191.9
Operating Profit Margin Qtr %,13.14%,5.87%,12.40%,10.83%,14.38%,15.28%,19.67%,20.14%,13.46%,12.93%,15.37%
Depreciation Qtr Cr,39.3,39.1,39,38,35.8,40.5,33.6,33,31.8,32,31.4
Interest Qtr Cr,2.3,2.6,2.3,2.3,2.5,4,1,1.1,1.3,1.3,1.2
Profit Before Tax Qtr Cr,218.4,37.4,178.1,130.6,158.5,171.2,269.2,218.8,55.3,98.5,171.7
Tax Qtr Cr,55.5,12.9,45.7,32.1,39.9,43.5,67.3,60.2,12.6,27,49
Net Profit Qtr Cr,162.9,24.5,132.4,98.5,118.7,127.8,201.9,158.6,42.7,71.5,122.7
Basic EPS Qtr Rs,3,0.5,2.5,1.8,2.2,2.4,3.8,2.9,0.8,1.3,2.3
