Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,403.6,258.1,313,393.1,110.7,312.5,333.6,179.8,75.3,126,191.3
Operating Expenses Qtr Cr,120.7,160.5,167.4,151,42.1,153.2,118.5,59.1,23.9,51.9,72
Operating Profit Qtr Cr,263.9,77.7,129.9,227.2,56.5,145.1,202,108.4,39.5,61.6,107.4
Operating Profit Margin Qtr %,68.63%,32.63%,43.68%,60.07%,57.29%,48.64%,63.02%,64.73%,62.29%,54.30%,59.87%
Depreciation Qtr Cr,6.4,6.3,6.5,6.7,6.7,6.6,6.9,6.8,7.1,7.8,7.8
Interest Qtr Cr,18.5,18.3,5.8,2.5,2.5,3.9,3.6,1.6,1.4,1.6,1.8
Profit Before Tax Qtr Cr,258.1,72.9,133.3,232.9,59.4,148.8,204.6,112.3,42.8,64.8,109.8
Tax Qtr Cr,61.4,17.9,30.6,54.9,13.2,40.5,24.1,16.2,11.1,17.9,34
Net Profit Qtr Cr,196.7,55,102.7,178,46.2,108.3,180.5,96.1,31.7,46.9,75.8
Basic EPS Qtr Rs,5.4,1.5,2.8,4.9,1.3,3,5,2.6,0.9,1.3,2.1
