Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,3796.6,4361.6,4638.4,4655.9,4539.1,4936.7,4467,4326.1,4436.6,4511.2,4514.2
Operating Expenses Qtr Cr,1155.1,1291.8,1141.5,1199.6,1143.5,1250.5,937.1,774.4,817.3,806.7,769.5
Operating Profit Qtr Cr,494.4,360.6,621.1,398.1,316.8,162.1,470,618.8,449.4,447.8,467.1
Operating Profit Margin Qtr %,12.84%,9.56%,15.85%,10.70%,8.87%,4.55%,13.05%,17.12%,12.27%,11.97%,12.39%
Depreciation Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Interest Qtr Cr,2201.5,2120.3,2156.7,2122.1,2109.3,2153.7,2195.4,2221.4,2395.9,2487.9,2534.2
Profit Before Tax Qtr Cr,193.1,484,791.7,315.5,159.2,-250.6,35.4,30.1,43,16.8,-960.2
Tax Qtr Cr,69.5,171.8,481.3,110.2,57.4,-330.6,0,0,21.5,0,0
Net Profit Qtr Cr,123.6,312.2,310.4,205.4,101.8,80,35.4,30.1,21.5,16.8,-960.2
Basic EPS Qtr Rs,0.1,0.3,0.3,0.2,0.1,0.1,0,0,0,0,-1.2
