Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,5627.5,5932.8,5097.2,4690,4581.6,4455,3932.5,3714.2,3669.2,3205.5,3640.9
Operating Expenses Qtr Cr,27.4,81.8,8.1,26.9,5.3,47,6.8,17.3,39.4,47.3,7.6
Operating Profit Qtr Cr,5604.7,5848.7,5087.2,4661.7,4578.5,4404.4,3925,3695.2,3632.6,3154.5,3632.6
Operating Profit Margin Qtr %,99.60%,98.61%,99.83%,99.40%,99.93%,98.87%,99.81%,99.50%,99.00%,98.41%,99.78%
Depreciation Qtr Cr,3.5,4.7,3.1,3.1,3.1,4.1,0.1,0.1,0.1,0.1,0.1
Interest Qtr Cr,3939.6,4352.8,3491.3,3157.1,3073.5,2917.8,2878.2,2700.3,2740.7,2499.7,2725.6
Profit Before Tax Qtr Cr,1661.6,1492.8,1593.9,1501.5,1502,1482.5,1046.7,995,891.8,654.7,907
Tax Qtr Cr,0,0.3,0,0,0,0,0,0,0,0,0
Net Profit Qtr Cr,1661.6,1492.5,1593.9,1501.5,1502,1482.5,1046.7,995,891.8,654.7,907
Basic EPS Qtr Rs,1.3,1.1,1.2,1.1,1.1,1.2,0.8,0.8,0.7,0.6,0.9
