Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1786.8,1570.2,1821.5,1796.8,1239.4,1358.1,1522.8,1218.2,600.4,1142.6,1525.7
Operating Expenses Qtr Cr,1472.8,1286.9,1464.5,1468.2,1035.7,1079,1182.6,992.8,495.3,986.2,1237.7
Operating Profit Qtr Cr,213.8,206.6,270.5,259.2,148.8,167.5,241.7,167.4,2.9,66.7,215.8
Operating Profit Margin Qtr %,12.68%,13.83%,15.59%,15.00%,12.56%,13.44%,16.97%,14.43%,0.58%,6.33%,14.84%
Depreciation Qtr Cr,33.6,34.7,34.9,33.5,30.9,30.6,32,32.7,30.3,30.8,29.6
Interest Qtr Cr,1.9,4.8,2.7,2.2,1.8,3.3,4.6,4,4.3,4.9,4.7
Profit Before Tax Qtr Cr,264.1,243.7,319.5,292.9,303.4,245.2,303.6,188.7,70.5,117,237.8
Tax Qtr Cr,65.2,54.5,78.5,73,66.8,59.5,69.5,43.1,17.9,-1.3,51.5
Net Profit Qtr Cr,198.8,189.2,241,219.9,236.6,185.7,234.1,145.6,52.6,118.3,186.2
Basic EPS Qtr Rs,7.2,6.8,8.7,7.9,8.5,6.7,8.4,5.2,1.9,4.3,6.7
