Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,2414.9,3007.6,2293.7,2109.2,1687,1854.3,1813.7,1594,790.1,1390.6,1610.1
Operating Expenses Qtr Cr,2307.5,2831.4,2183.8,1992,1596.8,1754.5,1707.5,1506,756,1328.6,1514.6
Operating Profit Qtr Cr,99.5,165.4,103.7,108.6,80.7,86.6,94.1,75.6,27.7,53.9,88.7
Operating Profit Margin Qtr %,4.13%,5.52%,4.53%,5.17%,4.81%,4.70%,5.22%,4.78%,3.53%,3.90%,5.53%
Depreciation Qtr Cr,17.6,17.8,17.6,18.2,17.5,17.9,17.6,16.6,16.1,16.5,19.2
Interest Qtr Cr,9.8,9,8.5,8.6,11.2,12,13.8,13.8,15.3,16.8,20.3
Profit Before Tax Qtr Cr,80,149.4,83.7,90.4,61.5,69.9,74.8,57.6,2.6,28.7,56
Tax Qtr Cr,20.6,38.2,21.2,22.9,15.6,15.7,19.1,14.8,1.6,3.3,13.8
Net Profit Qtr Cr,59.4,111.2,62.5,67.5,45.9,54.2,55.8,42.8,1,25.4,42.2
Basic EPS Qtr Rs,2.4,4.4,2.5,2.7,3.7,4.3,4.5,17.2,0.4,10.2,17.1
