Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,334.2,252,261.6,218.3,222.4,290.9,189.1,205.3,176.3,245.3,224
Operating Expenses Qtr Cr,277.5,161,218.3,170.8,175.8,157.5,148.3,161.7,140.9,123.1,155.9
Operating Profit Qtr Cr,56.3,61.4,42.3,47,46.2,68.2,40.3,43.2,35,47.1,68.1
Operating Profit Margin Qtr %,16.88%,27.60%,16.25%,21.59%,20.81%,30.21%,21.35%,21.08%,19.91%,27.67%,30.42%
Depreciation Qtr Cr,7.9,7.8,7.7,7.7,7.6,6.9,6.8,6.7,6.6,6.5,6.4
Interest Qtr Cr,3.9,3.1,3.2,3.4,4,4.3,3.3,3.6,4.5,4.3,3.9
Profit Before Tax Qtr Cr,44.9,80,32.3,36.4,35,122.2,30.7,33.3,24.2,111.5,58
Tax Qtr Cr,14.1,14.4,16,15.6,10.5,21.8,8.9,13.6,7.4,15,21.9
Net Profit Qtr Cr,30.8,65.6,16.3,20.8,24.4,100.4,21.8,19.7,16.8,96.4,36.1
Basic EPS Qtr Rs,2.3,4.9,1.2,1.6,1.8,7.5,1.6,1.5,1.3,7.2,2.7
