Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,990.2,672.5,721.8,918.3,786.9,538.8,565.7,908.8,648.3,448.7,525.9
Operating Expenses Qtr Cr,797.7,556.2,580.3,694.9,631.3,462.9,482.1,683.1,528.3,401.9,478.5
Operating Profit Qtr Cr,187.8,108.8,126.8,215,150.2,70.9,78.1,219.6,117.7,41.7,46.1
Operating Profit Margin Qtr %,19.06%,16.36%,17.94%,23.63%,19.22%,13.29%,13.94%,24.33%,18.22%,9.40%,8.78%
Depreciation Qtr Cr,11.2,11.4,11.4,10.9,11,13.5,11,11.2,10.8,12.9,9.7
Interest Qtr Cr,1.3,0.7,1.6,2,1.8,1.1,1.5,1.7,1.3,1.3,1.3
Profit Before Tax Qtr Cr,179.9,104.1,128.5,210.5,142.7,61.3,71.1,212.8,107.9,31.3,11.1
Tax Qtr Cr,41.5,29.4,30.7,55.4,36.6,7.1,16.7,54.7,29.4,8.5,10
Net Profit Qtr Cr,138.4,74.7,97.8,155.1,106.1,54.2,54.4,158.1,78.6,22.8,1
Basic EPS Qtr Rs,2.8,1.5,2,3.1,2.1,1.1,1.1,3.2,1.6,0.5,0
