Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,283,246.6,333.2,254.2,96.8,239.2,242.8,153.5,49,228.3,336.1
Operating Expenses Qtr Cr,245.1,214.7,265.5,209.1,117.2,198.2,199.4,160.4,75.1,224,261.1
Operating Profit Qtr Cr,31.3,19.8,63,30.2,-23.4,22.9,38.5,-16.3,-42.7,-4.8,67.9
Operating Profit Margin Qtr %,11.33%,8.43%,19.19%,12.63%,-24.91%,10.37%,16.17%,-11.28%,-131.68%,-2.19%,20.63%
Depreciation Qtr Cr,25.7,28.7,22.9,22.1,20.6,24.9,19.4,22.4,25.2,31.3,24.8
Interest Qtr Cr,9.7,10.8,9.5,8.9,8,11.4,7,8.9,9.1,9.5,9.9
Profit Before Tax Qtr Cr,2.6,-7.6,35.3,14.1,-49,4.7,16.9,-38.1,-60.4,-36.5,40.3
Tax Qtr Cr,0.2,-1.8,10.3,3,-13,0.8,4.3,-10.5,-15.1,-12.7,-14.7
Net Profit Qtr Cr,2.4,-5.8,25.1,11.1,-36.1,3.9,12.7,-27.6,-45.3,-23.8,55
Basic EPS Qtr Rs,0.4,-0.9,3.9,1.7,-5.4,0.6,2.1,-4.2,-7.1,-3.7,8.6
