Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,7616.4,7790.7,7098.2,7250.6,5366.9,6367.3,7722.6,5257.3,3444.6,4561.9,5424.3
Operating Expenses Qtr Cr,7404.8,7617.3,6905.3,6617.7,5224.3,6202,7548.9,5132,3371,4311.6,5245.7
Operating Profit Qtr Cr,206.8,161.6,183.4,173.6,135.6,150.4,165.3,89.2,62,91.5,111
Operating Profit Margin Qtr %,2.72%,2.08%,2.59%,2.56%,2.53%,2.37%,2.14%,1.71%,1.81%,2.08%,2.07%
Depreciation Qtr Cr,5.8,6.2,5.9,9,9.1,6.8,6.8,7,7.3,6.6,6.5
Interest Qtr Cr,3.2,1.3,1.1,1.5,3.2,1.5,1.7,10.1,29.1,20,19.7
Profit Before Tax Qtr Cr,202.6,165.9,185.9,622.3,130.3,157,165.3,108.2,37.2,223.7,152.3
Tax Qtr Cr,52.7,42.4,48.5,43.7,34.7,41.5,131.9,20.9,10,46.6,36.6
Net Profit Qtr Cr,149.8,123.5,137.4,578.6,95.6,115.5,33.4,87.3,27.1,177.1,115.7
Basic EPS Qtr Rs,1.9,1.6,1.8,7.4,2.5,3,0.9,2.2,0.7,4.5,3
