Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,793.7,891.5,941.8,856.5,747.1,739.4,619.6,680.2,546.2,480.2,422.1
Operating Expenses Qtr Cr,310.6,329,333.2,317.2,279,261.8,224.6,264.3,247.2,220.4,201.5
Operating Profit Qtr Cr,481,562.3,608.1,543.5,469.2,485.4,396.7,414,295.7,250.6,220.5
Operating Profit Margin Qtr %,60.61%,63.07%,64.58%,63.48%,62.96%,65.64%,64.01%,60.84%,54.17%,52.18%,52.25%
Depreciation Qtr Cr,16.4,17.4,16,14.8,14.4,13.9,13.8,13.1,13.4,16,14.8
Interest Qtr Cr,100.2,91,82.6,58,41.7,30.4,25.2,28.4,22.8,28.6,21.8
Profit Before Tax Qtr Cr,364.5,453.9,509.7,471.1,415,441,357.6,372.3,259.8,205.9,183.9
Tax Qtr Cr,93.4,115.1,129.5,119.7,106,111.9,90.7,94.3,66.3,51.9,47.8
Net Profit Qtr Cr,271.1,338.8,380.2,351.5,309.1,329.1,266.9,278,193.5,154,136.1
Basic EPS Qtr Rs,8.4,10.5,11.8,10.9,9.6,10.2,8.3,8.6,6,4.8,4.2
