Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,716.6,585.4,537.6,546.3,559.2,515.6,556.2,420,512.2,419.7,401
Operating Expenses Qtr Cr,548.1,462,418.9,412,388,364.4,333.7,306,331.5,325.7,300.9
Operating Profit Qtr Cr,168,121.6,114.3,114.7,158.3,125.9,166.6,105.7,158.2,91.1,84.1
Operating Profit Margin Qtr %,23.46%,20.83%,21.44%,21.77%,28.98%,25.67%,33.30%,25.68%,32.30%,21.86%,21.84%
Depreciation Qtr Cr,25.7,21.8,16.6,15.4,17.5,16.2,17.1,17.1,17,16.7,16.5
Interest Qtr Cr,5.8,1.6,1.3,1.2,0.9,0.7,1.1,1.7,3.7,0.4,0.9
Profit Before Tax Qtr Cr,137,100.1,100.7,117.7,152.8,134.3,204.3,95.1,160,66.9,82.7
Tax Qtr Cr,35.7,17.4,26.2,29.3,37.5,31.8,52.7,24.1,38.1,16.1,20.5
Net Profit Qtr Cr,101.3,82.7,74.6,88.4,115.3,102.5,151.7,71,121.9,50.9,62.2
Basic EPS Qtr Rs,13.1,10.7,9.7,11.4,14.9,13.3,19.6,9.2,15.8,6.4,7.8
