Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,3224.6,2483.3,2245.8,1908.6,1410.3,1738.3,1472.1,1506.5,669.2,1583.8,1714.9
Operating Expenses Qtr Cr,2576.3,1905.5,1745.8,1301,999.6,1218.6,945.5,1033.6,555.1,1175.8,1272.4
Operating Profit Qtr Cr,617.5,500.5,469.6,530.2,380.9,491.8,500.7,407.1,83.4,376.7,391.8
Operating Profit Margin Qtr %,19.33%,20.80%,21.20%,28.95%,27.59%,28.75%,34.62%,28.26%,13.07%,24.27%,23.54%
Depreciation Qtr Cr,85.7,75.3,83.5,80.5,77.8,76.1,75,71.1,68.2,65.5,64.1
Interest Qtr Cr,2.4,4.9,2.8,2.6,2.9,3.6,3,2.3,2.4,2.7,2
Profit Before Tax Qtr Cr,560.2,497.7,413.6,524.6,329.9,440,448.5,399.4,43.5,339.8,376.4
Tax Qtr Cr,139.4,136.1,105.1,124,85.7,109,113.7,91.5,11.7,86.5,92.6
Net Profit Qtr Cr,420.9,361.6,308.5,400.5,244.3,331,334.9,307.9,31.8,253.3,283.9
Basic EPS Qtr Rs,6,5.2,4.4,5.7,3.5,4.7,4.8,4.4,0.5,3.6,4.1
