Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,3262.8,3016.1,3139.7,2695.5,2450.9,2468.1,2539.8,2512.7,2195.6,2510.4,2563.2
Operating Expenses Qtr Cr,1624.1,1537.6,1681.9,1343.5,1135.3,1312.7,1316.5,1078.6,879.5,1197,1232
Operating Profit Qtr Cr,1025.9,920,582.1,638.8,582.9,352.7,438.4,473.1,787.4,398,870.9
Operating Profit Margin Qtr %,33.09%,32.28%,20.14%,24.80%,24.68%,15.28%,18.24%,19.60%,36.59%,16.36%,35.13%
Depreciation Qtr Cr,39.2,39.2,36.9,39.8,32.6,34.1,31.2,30.1,27.9,28.7,26.6
Interest Qtr Cr,308.4,267.4,276.8,254.1,229,243.7,260.9,264.2,274.6,334.4,345.2
Profit Before Tax Qtr Cr,840.9,779.2,518.5,464.1,410.3,234.4,282.9,278.2,528.3,112.1,583.2
Tax Qtr Cr,214,198.4,132.7,119.2,105.7,59,73.2,72,135,28.5,148.5
Net Profit Qtr Cr,626.9,580.9,385.8,344.9,304.6,175.4,209.7,206.1,393.3,83.5,434.7
Basic EPS Qtr Rs,6.7,6.2,4.1,3.7,3.2,1.9,2.2,2.2,4.2,0.9,4.7
