Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1957,2865.1,1709.1,1503.3,1103.5,2367.8,1303.9,1015.2,513.5,1830.5,1190
Operating Expenses Qtr Cr,1788.8,2697.9,1532.2,1322.8,980.2,2083.7,1160,899.5,443.5,1658.8,1015.1
Operating Profit Qtr Cr,108.4,99.1,106.8,98.3,70.9,176.7,84.5,66,33.8,129.5,117.1
Operating Profit Margin Qtr %,5.72%,3.54%,6.51%,6.91%,6.75%,7.82%,6.79%,6.84%,7.08%,7.24%,10.34%
Depreciation Qtr Cr,6.8,9.2,6.1,6.1,6.1,6.1,6.3,6.3,6.2,5.9,4.4
Interest Qtr Cr,1.2,4.1,1.7,1.5,3.1,1.9,3.5,5.8,3.6,4.4,12.3
Profit Before Tax Qtr Cr,160.2,153.9,169.1,172.9,114.2,276.1,134.2,103.5,60.1,161.5,158.3
Tax Qtr Cr,37.1,-43.2,39.2,40.3,29.4,90.8,31.1,27.3,20.2,39.1,19.8
Net Profit Qtr Cr,123.1,197.1,129.9,132.6,84.7,185.3,103.1,76.2,39.9,122.4,138.4
Basic EPS Qtr Rs,1.3,2.1,1.4,1.4,0.9,2,2.2,1.6,0.8,13,14.7
