Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,715,731.4,704.2,769.2,806.2,751.4,736.5,701.5,739.7,814,851.1
Operating Expenses Qtr Cr,538.2,512.5,560.7,555.7,542,535.7,553.3,494.4,533.3,607.8,648.1
Operating Profit Qtr Cr,161.1,194.5,127.2,198.8,247.1,189.4,167,192.2,177.2,176.7,178.2
Operating Profit Margin Qtr %,23.04%,27.51%,18.49%,26.35%,31.31%,26.12%,23.18%,27.99%,24.94%,22.52%,21.57%
Depreciation Qtr Cr,10.6,10.9,10.9,14.3,21.1,20.4,20.4,20.6,20.5,20.7,21.5
Interest Qtr Cr,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.5,0.5,0.3
Profit Before Tax Qtr Cr,165.8,325.7,132.2,687.9,242.6,194.9,170.2,185.9,186.5,134.6,161.3
Tax Qtr Cr,45.4,87.3,41.8,158.1,64.3,49,47.2,53,50.2,49.2,64
Net Profit Qtr Cr,120.4,238.4,90.4,529.8,178.3,145.9,123,132.9,136.3,85.4,97.3
Basic EPS Qtr Rs,52.3,103.5,39.2,230,77.4,63.4,53.4,57.7,59.2,37.1,42.3
