Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,373.5,387.8,401.5,297.8,337,351,323.3,308.1,35.2,89.4,80.4
Operating Expenses Qtr Cr,314.6,330.2,341.3,250.5,273.8,275.4,274.3,261.4,32.5,70.5,67.6
Operating Profit Qtr Cr,55.5,48.8,49.5,38.4,58.9,71.2,47.1,38.1,2.7,18.8,12.7
Operating Profit Margin Qtr %,15.00%,12.88%,12.66%,13.28%,17.71%,20.54%,14.64%,12.71%,7.80%,21.09%,15.83%
Depreciation Qtr Cr,21.3,19.6,17.8,17.5,18.1,17.2,17.5,17.5,1.6,1.3,1.6
Interest Qtr Cr,10.1,8.2,6.3,4.8,4.5,1.7,5.2,6.9,1.5,2.1,1.7
Profit Before Tax Qtr Cr,27.6,42.4,33.9,19.7,40.6,79.8,26.2,22.4,-0.4,15.5,9.5
Tax Qtr Cr,7.1,11,8.6,5,10.3,20.4,6.8,6,-0.2,3.4,2.3
Net Profit Qtr Cr,20.5,31.4,25.3,14.7,30.3,59.4,19.4,16.4,-0.2,12.2,7.2
Basic EPS Qtr Rs,5.2,8,6.5,3.8,7.8,15.2,4.9,4.2,-0.1,3.1,1.8
