Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1857.2,2005.4,1340,1103.5,964.2,1531.3,1027.8,811.6,533.7,1231.5,1068.5
Operating Expenses Qtr Cr,1731.6,1878,1248.8,1039.3,919.4,1395.9,953.7,761.3,538.9,1165.1,1032.1
Operating Profit Qtr Cr,116.3,122.2,79.4,55.1,34.9,95.6,67,42.5,-12.7,31.8,30.7
Operating Profit Margin Qtr %,6.29%,6.11%,5.98%,5.03%,3.66%,6.41%,6.57%,5.28%,-2.42%,2.65%,2.89%
Depreciation Qtr Cr,21.8,21.4,20.4,19.4,19.2,23.9,24.9,19.6,19.9,22.3,21.6
Interest Qtr Cr,12.5,14.8,13,12,11.7,13.9,16,18.8,19.2,7.9,8.4
Profit Before Tax Qtr Cr,91.2,91.2,57.9,32.8,13.9,97.5,33.2,11.8,-44.2,35.5,4.8
Tax Qtr Cr,23.9,31.9,19.8,11.6,4.7,32.3,9.6,4.2,-13.7,2.2,4.2
Net Profit Qtr Cr,67.3,59.4,38,21.2,9.2,65.3,23.6,7.6,-30.5,33.3,0.6
Basic EPS Qtr Rs,7,6.2,4,2.2,0.9,6.8,2.5,0.8,-3.2,3.5,0.1
