Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,4034,3783.4,3542.6,3941.5,3619.7,3432.3,3471,3372.4,3889.1,2979.1,3113.3
Operating Expenses Qtr Cr,3051.1,2989,2865.6,3075.1,2871.6,2747.8,2634.2,2529.2,2315.7,2330.9,2288.3
Operating Profit Qtr Cr,579.5,669.9,614,748.3,561.9,602.9,774,816.6,928.7,520.8,755.7
Operating Profit Margin Qtr %,15.96%,18.26%,17.65%,19.57%,16.37%,17.99%,22.71%,24.41%,28.62%,18.26%,24.83%
Depreciation Qtr Cr,221.5,205.2,205.4,206.6,197.1,210.7,212.4,214.2,197.7,192.3,195.8
Interest Qtr Cr,9.8,12.7,7.7,11.1,6.5,16.9,6.5,9.3,14,11.8,11.7
Profit Before Tax Qtr Cr,751.6,566.7,463.9,648.7,544.5,456.9,617.9,619.7,1361.7,444.1,617.5
Tax Qtr Cr,252.1,147,122.8,199.7,131.1,145.4,174.2,138.7,411.5,-58.7,95.8
Net Profit Qtr Cr,499.5,419.7,341.1,449,413.4,311.5,443.7,481,950.2,502.8,521.7
Basic EPS Qtr Rs,30.1,25.3,20.6,27.1,24.9,18.8,26.7,29,57.3,30.3,31.5
