Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,2020,1627.3,1588.4,1636.9,1546.2,1570.4,1395.8,1328.7,1280.7,1262.6,1342.2
Operating Expenses Qtr Cr,1836.5,1467.3,1423.4,1426.2,1366.7,1379.7,1187.6,1133.4,1090.3,1148.1,1206.9
Operating Profit Qtr Cr,178.2,159,161.6,209.2,178,189.2,207,193.6,189,118.3,133.3
Operating Profit Margin Qtr %,8.84%,9.78%,10.20%,12.79%,11.52%,12.06%,14.84%,14.59%,14.77%,9.34%,9.94%
Depreciation Qtr Cr,84.8,82.8,79,79.1,77.3,76.9,78.4,74.6,80.1,78.1,77.7
Interest Qtr Cr,28.1,27.6,26.6,26.4,27.5,26.4,28.9,27.6,27.5,27.9,27.7
Profit Before Tax Qtr Cr,70.7,49.7,59.5,105.2,74.6,87.4,100.9,93.1,82.8,8.5,29.9
Tax Qtr Cr,18.7,14.8,11.6,23.1,16.3,30.2,33.6,27.3,26.7,0.6,2
Net Profit Qtr Cr,52,25.2,47.8,82.1,58.3,57.1,67.3,65.8,56.1,8,27.9
Basic EPS Qtr Rs,2.4,1.6,2.2,3.8,2.7,2.6,3.1,4.1,3.5,0.5,1.7
