Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,114794.4,99170.6,97152.8,88049.8,72815.4,75388,69524,52590.1,38283.4,66579,71151.7
Operating Expenses Qtr Cr,126949.3,95474.1,94731.6,84586.8,69250.4,70177,65357.7,48169.4,33367.2,66861.5,68882.7
Operating Profit Qtr Cr,-12494.6,2098.6,1870.7,3013.6,3192.9,4666.4,3301.5,3603.9,4353.6,-706.6,1866.9
Operating Profit Margin Qtr %,-10.92%,2.15%,1.94%,3.44%,4.41%,6.23%,4.81%,6.96%,11.54%,-1.07%,2.64%
Depreciation Qtr Cr,1094.5,1083.2,1024.7,947.3,913.9,937.2,881,868.3,866.1,811.4,865.9
Interest Qtr Cr,332.7,328.3,235.8,154.5,254.2,205.3,127.4,260.4,321.7,337.4,252.4
Profit Before Tax Qtr Cr,-13582,2284.9,1160.7,2361.2,2396.8,4068.5,3157.9,3292,3728.4,-2434.3,1150.8
Tax Qtr Cr,-3385,489.7,291.8,437.7,601.9,1050.5,803.2,814.5,914.6,-2461.1,403.6
Net Profit Qtr Cr,-10196.9,1795.3,868.9,1923.5,1795,3018,2354.6,2477.4,2813.8,26.8,747.2
Basic EPS Qtr Rs,-71.9,12.7,6.1,13.6,12.6,20.4,15.5,16.3,18.5,0.2,4.9
