Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,147.8,178.8,180.7,208.1,156.4,141.9,138.4,146.7,138.1,130.5,124.9
Operating Expenses Qtr Cr,111.4,103.8,108,111.3,98.4,97.9,99.1,93.8,92.3,99.9,105.4
Operating Profit Qtr Cr,30.3,68.7,66.3,90.7,51,38.8,33.7,41.5,40.3,4.2,14.4
Operating Profit Margin Qtr %,21.38%,39.81%,38.02%,44.91%,34.11%,28.36%,25.36%,30.68%,30.41%,3.42%,12.02%
Depreciation Qtr Cr,8.7,11.1,10.4,10,9.9,13.7,13.3,12.8,11.3,11.5,11.1
Interest Qtr Cr,0,0,0,0,0,-0.5,0.8,0,0,0,0
Profit Before Tax Qtr Cr,27.7,63.9,62.3,86.8,48.1,30.9,25.1,25.5,34.5,0.5,100.1
Tax Qtr Cr,6.3,10,20.9,24,11,15.9,3.9,-3.2,2.2,-1.1,1.6
Net Profit Qtr Cr,21.4,53.8,41.4,62.8,37.1,14.9,21.3,28.7,32.3,1.6,98.5
Basic EPS Qtr Rs,1.6,3.9,9,13.7,8.1,3.3,4.7,8.3,7.1,0.3,21.5
