Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1620.1,1564.1,1493.9,1505.7,1157.8,1601.5,1532,1292.7,360.3,1139,1170.9
Operating Expenses Qtr Cr,1441.9,1357.6,1324,1288.7,998.2,1362.1,1268.8,1057,353.6,988.1,997.1
Operating Profit Qtr Cr,174.2,196.8,165.5,212.5,153.8,236.7,260.1,232.2,2.6,136.3,163.8
Operating Profit Margin Qtr %,10.78%,12.66%,11.11%,14.15%,13.35%,14.81%,17.01%,18.01%,0.72%,12.12%,14.11%
Depreciation Qtr Cr,57.1,51.9,50.4,51.3,50.2,50.4,52.5,54,46.5,52.2,49.7
Interest Qtr Cr,0.8,0.4,0.6,0.5,0.3,0.3,1,1.4,2,1.7,2.4
Profit Before Tax Qtr Cr,110.1,154.2,119,165.1,77.7,188.7,198.5,180.3,-41.8,97,121.6
Tax Qtr Cr,29.1,39.5,31.2,42.8,20.9,49.6,47.9,45.9,-9.9,25.1,31.3
Net Profit Qtr Cr,80.9,114.7,87.8,122.4,56.8,139.1,150.5,134.4,-31.9,71.9,90.2
Basic EPS Qtr Rs,5.8,8.2,6.2,8.7,4,9.9,10.7,9.6,-2.3,5.1,6.4
