Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,368.3,360.3,325.1,317.7,294.7,282.9,277.7,241.5,221,205.4,193.6
Operating Expenses Qtr Cr,287.3,269.5,256.6,223.4,212,210,194.6,175.6,162.9,158,213.8
Operating Profit Qtr Cr,74.9,79.9,58.2,89.9,65.6,70.4,76.8,63.2,49.9,45.6,-32
Operating Profit Margin Qtr %,20.68%,22.87%,18.48%,28.70%,23.64%,25.10%,28.30%,26.47%,23.44%,22.41%,-17.63%
Depreciation Qtr Cr,19.3,18.5,17.8,17.2,15.6,12.5,12.2,2,3.5,12.6,12
Interest Qtr Cr,0.6,0.6,0.7,0.8,0.9,1.1,1,12.9,12.4,4.3,4.2
Profit Before Tax Qtr Cr,61,71.7,50,76.4,66.3,59.3,70,51,42.2,30.4,-36.4
Tax Qtr Cr,20.1,20,10.3,20.2,11.8,3.6,3.4,5.1,3.3,11.5,0
Net Profit Qtr Cr,40.9,51.7,39.7,56.2,54.5,55.7,66.6,46,38.9,18.9,-36.4
Basic EPS Qtr Rs,3.1,3.9,3,4.2,4.1,4.2,5,3.5,2.9,1.4,-2.8
