Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1311.4,1050.4,818.9,981.9,1256.8,900.1,696.6,914.8,795.4,778.1,673.5
Operating Expenses Qtr Cr,1228.8,943.6,763.8,956.2,1157.9,803.3,613.5,786.4,677.6,676.3,625.8
Operating Profit Qtr Cr,77.9,94.9,43.8,4.6,82.8,87.3,63.5,110.6,100.1,88.5,31.9
Operating Profit Margin Qtr %,5.96%,9.14%,5.43%,0.48%,6.67%,9.81%,9.39%,12.33%,12.88%,11.57%,4.85%
Depreciation Qtr Cr,4.9,4.9,5.3,5.5,5.5,5.7,5.2,5.2,5.2,5.3,4.9
Interest Qtr Cr,0.3,0.1,0.1,0.6,0.3,0.1,0.1,0.2,0.1,0.6,0.2
Profit Before Tax Qtr Cr,77.4,101.7,49.7,19.7,93.2,90.9,77.7,123.1,112.5,95.9,42.6
Tax Qtr Cr,19.6,26.4,11.6,4.1,22.9,22.2,19,31.1,26.5,26.7,11.2
Net Profit Qtr Cr,57.7,75.3,38.1,15.6,70.2,68.8,58.7,91.9,85.9,69.3,31.4
Basic EPS Qtr Rs,4.2,5.5,2.8,1.1,5.2,5,4.3,6.8,6.3,5.1,2.3
