Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1063.7,1041.2,983.2,975.6,699.9,852.2,827.2,711,316.5,656.6,724.5
Operating Expenses Qtr Cr,871,879.6,843.8,806.6,579.8,699.3,638.3,611.4,301.9,548.3,634.8
Operating Profit Qtr Cr,183.7,159.4,123.2,159.8,113.8,148.2,180.4,91.8,-0.6,61.9,72.5
Operating Profit Margin Qtr %,17.42%,15.35%,12.74%,16.53%,16.40%,17.49%,22.03%,13.06%,-0.21%,10.14%,10.26%
Depreciation Qtr Cr,16.1,15.2,15.6,12.3,14,13.7,15.2,14.5,14.5,14.7,14.5
Interest Qtr Cr,0.5,0.7,0.5,0.6,0.3,0.5,0,0.8,0.5,1.8,2.5
Profit Before Tax Qtr Cr,176.1,145.7,123.3,156.1,105.8,138.7,173.7,84.3,-0.3,91.8,72.7
Tax Qtr Cr,46.9,36.2,34.5,38.5,26.7,33.8,45.5,19.3,-0.1,16.5,21.5
Net Profit Qtr Cr,129.2,109.5,88.9,117.6,79.1,104.9,128.1,65,-0.2,75.3,51.2
Basic EPS Qtr Rs,26.1,22.1,18,23.8,16,21.2,25.9,13.2,-0.1,15.2,10.4
