Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,382.1,502.6,515.1,469.9,460,535.3,463.8,372.9,353.4,380.7,404.5
Operating Expenses Qtr Cr,356.1,441.3,421.6,378.2,361.1,423.2,372,302.1,300.2,308.4,328.4
Operating Profit Qtr Cr,22.7,61,92.9,90.9,95.7,109.3,91.3,69.8,52.5,70.6,75.7
Operating Profit Margin Qtr %,5.98%,12.15%,18.06%,19.38%,20.96%,20.52%,19.71%,18.76%,14.89%,18.64%,18.72%
Depreciation Qtr Cr,26.5,24.2,24.7,24.2,22.6,21.6,21.8,21.2,20.7,20.9,20.7
Interest Qtr Cr,11.3,8.1,7.2,8,8,10,8.1,8.5,9.7,13.7,13.1
Profit Before Tax Qtr Cr,-11.8,29,61.6,59.6,68.3,80.6,62,41,22.8,37.7,42.3
Tax Qtr Cr,-2.9,8.2,16.4,15.6,17.9,29.7,21.7,14.1,7.8,13.2,14
Net Profit Qtr Cr,-8.9,20.8,45.2,44,50.5,50.9,40.3,26.9,15,24.5,28.4
Basic EPS Qtr Rs,-0.7,1.7,3.7,3.6,4.1,4.1,3.3,2.2,1.2,2,2.3
