Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,9036.5,9874.4,9631.5,9759.2,9326,9674.4,10085.8,9232,8774.4,9552.6,8211.6
Operating Expenses Qtr Cr,858.6,747.7,91.8,243.5,373.9,280.2,8.7,-48.6,616.9,1438.8,371.6
Operating Profit Qtr Cr,8003.2,8771,8571.1,9023.1,8501.2,8599.1,8678,8326.4,7787.7,7680.8,7892.4
Operating Profit Margin Qtr %,88.59%,88.86%,89.04%,92.80%,91.16%,88.90%,86.06%,90.20%,88.92%,80.41%,96.12%
Depreciation Qtr Cr,4.8,2.9,4,3.6,2.8,3.7,3.2,2.4,1.9,2.9,2.5
Interest Qtr Cr,5461.6,5572.1,5687.5,5672.4,5739.3,5803.8,5885.1,5829.4,5676.2,5550.3,5495.5
Profit Before Tax Qtr Cr,2539.9,3200.1,2884.6,3383.4,2759.5,2793.8,2791.6,2495.6,2126.3,2127.8,2395.4
Tax Qtr Cr,430.4,590.6,504.4,624.8,485.9,467.2,458.8,410.5,426.8,692.8,715.3
Net Profit Qtr Cr,2109.5,2609.4,2380.2,2758.7,2273.6,2326.6,2332.8,2085.1,1699.6,1435,1680.1
Basic EPS Qtr Rs,8,9.9,9,10.4,8.6,8.8,8.8,7.9,6.4,5.4,6.4
