Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,111.3,136.9,156.8,162.4,134.7,131.8,131.1,121.7,77.1,198.1,126.5
Operating Expenses Qtr Cr,101.1,110.6,126.2,111.9,120.2,106.5,115.9,105.1,76.2,86,118.3
Operating Profit Qtr Cr,7.2,-0.8,2.2,9.4,9.3,6.5,2,4.9,-1.2,6.3,6.7
Operating Profit Margin Qtr %,6.64%,-0.75%,1.74%,7.79%,7.17%,5.78%,1.67%,4.49%,-1.57%,6.86%,5.39%
Depreciation Qtr Cr,1.8,1.7,1.7,1.6,1.5,1.4,1.3,1.3,1.3,0.8,1
Interest Qtr Cr,0.6,0.9,0.5,0.7,0.5,0.7,0.3,0.8,0.1,3.5,2
Profit Before Tax Qtr Cr,7.8,23.1,28.4,48.3,12.4,23.3,13.7,14.6,-0.4,107.8,5.1
Tax Qtr Cr,2.5,-8,-15.2,3.6,3,2.3,0.8,1.4,-0.1,1.6,0.7
Net Profit Qtr Cr,5.4,31.2,43.6,44.7,9.4,21,12.9,13.2,-0.3,106.1,4.4
Basic EPS Qtr Rs,0.3,1.9,2.7,3,0.6,7.2,4.2,4.5,-0.1,32.7,1.4
