Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,6030.9,5538.5,5712.2,5622.9,3935.9,5328.9,5403.7,4616.6,1434.3,3506.5,4126.4
Operating Expenses Qtr Cr,5409.2,4973.5,5138.2,5056.5,3660.6,4785.8,4880.2,4175.4,1480.5,3236.6,3762.2
Operating Profit Qtr Cr,599.5,556.8,568.3,562.9,273.8,536.1,511.1,430.1,-48.8,244.8,363.3
Operating Profit Margin Qtr %,9.98%,10.07%,9.96%,10.02%,6.96%,10.07%,9.48%,9.34%,-3.41%,7.03%,8.81%
Depreciation Qtr Cr,152,159.3,154.6,154.4,143.1,136.6,132.9,133.1,91.1,124.3,121.2
Interest Qtr Cr,37.6,33,27.9,35,30,19.5,29.1,40.7,52.3,23.5,21.1
Profit Before Tax Qtr Cr,432.1,372.7,391.4,376.9,72.2,386.9,361.5,267.4,-189.6,89.8,145.7
Tax Qtr Cr,111.5,98.2,103.1,99.3,19,97.7,95.9,71.2,-50.5,16,24.7
Net Profit Qtr Cr,320.5,274.5,288.3,277.6,53.1,289.2,265.6,196.2,-139.1,73.9,121.1
Basic EPS Qtr Rs,6.8,5.8,6.1,5.8,1.1,6.1,5.6,4.1,-2.9,1.6,2.5
